Sheet,Type,Symbol,GID,Edit_URL,CSV_URL,Yahoo_URL
TA_VEE,TA,VEE,337711964,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=337711964,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=337711964,https://ca.finance.yahoo.com/quote/VEE.TO/
TA_VEQT,TA,VEQT,1049143729,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1049143729,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1049143729,https://ca.finance.yahoo.com/quote/VEQT.TO/
TA_VFV,TA,VFV,866292780,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=866292780,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=866292780,https://ca.finance.yahoo.com/quote/VFV.TO/
TA_VGRO,TA,VGRO,401720499,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=401720499,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=401720499,https://ca.finance.yahoo.com/quote/VGRO.TO/
TA_VIU,TA,VIU,1413566440,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1413566440,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1413566440,https://ca.finance.yahoo.com/quote/VIU.TO/
TA_VLUE,TA,VLUE,475670786,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=475670786,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=475670786,https://ca.finance.yahoo.com/quote/VLUE/
TA_VNQ,TA,VNQ,435570578,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=435570578,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=435570578,https://ca.finance.yahoo.com/quote/VNQ/
TA_VOO,TA,VOO,1080738304,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1080738304,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1080738304,https://ca.finance.yahoo.com/quote/VOO/
TA_VTI,TA,VTI,1092973072,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1092973072,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1092973072,https://ca.finance.yahoo.com/quote/VTI/
TA_VTV,TA,VTV,2140007707,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2140007707,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2140007707,https://ca.finance.yahoo.com/quote/VTV/
TA_VUG,TA,VUG,1353283043,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1353283043,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1353283043,https://ca.finance.yahoo.com/quote/VUG/
TA_VUN,TA,VUN,545614116,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=545614116,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=545614116,https://ca.finance.yahoo.com/quote/VUN.TO/
TA_VWO,TA,VWO,243011227,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=243011227,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=243011227,https://ca.finance.yahoo.com/quote/VWO/
TA_VXC,TA,VXC,2025822532,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2025822532,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2025822532,https://ca.finance.yahoo.com/quote/VXC.TO/
TA_XAW,TA,XAW,259065309,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=259065309,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=259065309,https://ca.finance.yahoo.com/quote/XAW.TO/
TA_XBAL,TA,XBAL,1011621735,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1011621735,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1011621735,https://ca.finance.yahoo.com/quote/XBAL.TO/
TA_XBB,TA,XBB,2097576579,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2097576579,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2097576579,https://ca.finance.yahoo.com/quote/XBB.TO/
TA_XBI,TA,XBI,2104950777,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2104950777,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2104950777,https://ca.finance.yahoo.com/quote/XBI/
TA_XDV,TA,XDV,632446050,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=632446050,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=632446050,https://ca.finance.yahoo.com/quote/XDV.TO/
TA_XEC,TA,XEC,290305855,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=290305855,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=290305855,https://ca.finance.yahoo.com/quote/XEC.TO/
TA_XEF,TA,XEF,802995331,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=802995331,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=802995331,https://ca.finance.yahoo.com/quote/XEF.TO/
TA_XEG,TA,XEG,1345915759,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1345915759,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1345915759,https://ca.finance.yahoo.com/quote/XEG.TO/
TA_XEI,TA,XEI,597067383,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=597067383,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=597067383,https://ca.finance.yahoo.com/quote/XEI.TO/
TA_XEQT,TA,XEQT,945698653,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=945698653,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=945698653,https://ca.finance.yahoo.com/quote/XEQT.TO/
TA_XFN,TA,XFN,1782464101,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1782464101,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1782464101,https://ca.finance.yahoo.com/quote/XFN.TO/
TA_XGB,TA,XGB,871336642,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=871336642,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=871336642,https://ca.finance.yahoo.com/quote/XGB.TO/
TA_XGRO,TA,XGRO,1856486708,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1856486708,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1856486708,https://ca.finance.yahoo.com/quote/XGRO.TO/
TA_XIC,TA,XIC,2023585202,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2023585202,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2023585202,https://ca.finance.yahoo.com/quote/XIC.TO/
TA_XIT,TA,XIT,987609004,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=987609004,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=987609004,https://ca.finance.yahoo.com/quote/XIT.TO/
TA_XIU,TA,XIU,582437506,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=582437506,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=582437506,https://ca.finance.yahoo.com/quote/XIU.TO/
TA_XLB,TA,XLB,25633789,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=25633789,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=25633789,https://ca.finance.yahoo.com/quote/XLB.TO/
TA_XLC,TA,XLC,495324869,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=495324869,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=495324869,https://ca.finance.yahoo.com/quote/XLC/
TA_XLE,TA,XLE,1712235976,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1712235976,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1712235976,https://ca.finance.yahoo.com/quote/XLE/
TA_XLF,TA,XLF,477254274,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=477254274,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=477254274,https://ca.finance.yahoo.com/quote/XLF/
TA_XLI,TA,XLI,796457618,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=796457618,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=796457618,https://ca.finance.yahoo.com/quote/XLI/
TA_XLK,TA,XLK,1590828571,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1590828571,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1590828571,https://ca.finance.yahoo.com/quote/XLK/
TA_XLP,TA,XLP,1541946038,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1541946038,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1541946038,https://ca.finance.yahoo.com/quote/XLP/
TA_XLRE,TA,XLRE,816296659,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=816296659,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=816296659,https://ca.finance.yahoo.com/quote/XLRE/
TA_XLU,TA,XLU,193537780,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=193537780,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=193537780,https://ca.finance.yahoo.com/quote/XLU/
TA_XLV,TA,XLV,615673245,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=615673245,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=615673245,https://ca.finance.yahoo.com/quote/XLV/
TA_XLY,TA,XLY,296252027,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=296252027,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=296252027,https://ca.finance.yahoo.com/quote/XLY/
TA_XME,TA,XME,105376936,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=105376936,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=105376936,https://ca.finance.yahoo.com/quote/XME/
TA_XQQ,TA,XQQ,1863394989,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1863394989,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1863394989,https://ca.finance.yahoo.com/quote/XQQ.TO/
TA_XRB,TA,XRB,618563458,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=618563458,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=618563458,https://ca.finance.yahoo.com/quote/XRB.TO/
TA_XRE,TA,XRE,147671787,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=147671787,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=147671787,https://ca.finance.yahoo.com/quote/XRE.TO/
TA_XSB,TA,XSB,809245402,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=809245402,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=809245402,https://ca.finance.yahoo.com/quote/XSB.TO/
TA_XSH,TA,XSH,1202550335,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1202550335,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1202550335,https://ca.finance.yahoo.com/quote/XSH.TO/
TA_XUS,TA,XUS,1041416002,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1041416002,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1041416002,https://ca.finance.yahoo.com/quote/XUS.TO/
TA_XUU,TA,XUU,1265335921,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1265335921,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1265335921,https://ca.finance.yahoo.com/quote/XUU.TO/
TA_ZAG,TA,ZAG,996187458,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=996187458,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=996187458,https://ca.finance.yahoo.com/quote/ZAG.TO/
TA_ZBAL,TA,ZBAL,2074055037,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2074055037,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2074055037,https://ca.finance.yahoo.com/quote/ZBAL.TO/
TA_ZCM,TA,ZCM,670494475,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=670494475,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=670494475,https://ca.finance.yahoo.com/quote/ZCM.TO/
TA_ZCN,TA,ZCN,9178726,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=9178726,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=9178726,https://ca.finance.yahoo.com/quote/ZCN.TO/
TA_ZCS,TA,ZCS,178457395,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=178457395,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=178457395,https://ca.finance.yahoo.com/quote/ZCS.TO/
TA_ZDB,TA,ZDB,1943251269,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1943251269,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1943251269,https://ca.finance.yahoo.com/quote/ZDB.TO/
TA_ZDV,TA,ZDV,547191544,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=547191544,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=547191544,https://ca.finance.yahoo.com/quote/ZDV.TO/
TA_ZEA,TA,ZEA,2072977015,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2072977015,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2072977015,https://ca.finance.yahoo.com/quote/ZEA.TO/
TA_ZEB,TA,ZEB,508806910,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=508806910,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=508806910,https://ca.finance.yahoo.com/quote/ZEB.TO/
TA_ZEM,TA,ZEM,122040269,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=122040269,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=122040269,https://ca.finance.yahoo.com/quote/ZEM.TO/
TA_ZEO,TA,ZEO,1821925762,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1821925762,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1821925762,https://ca.finance.yahoo.com/quote/ZEO.TO/
TA_ZEQT,TA,ZEQT,364545162,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=364545162,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=364545162,https://ca.finance.yahoo.com/quote/ZEQT.TO/
TA_ZFL,TA,ZFL,975810029,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=975810029,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=975810029,https://ca.finance.yahoo.com/quote/ZFL.TO/
TA_ZGRO,TA,ZGRO,599653361,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=599653361,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=599653361,https://ca.finance.yahoo.com/quote/ZGRO.TO/
TA_ZLB,TA,ZLB,993020738,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=993020738,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=993020738,https://ca.finance.yahoo.com/quote/ZLB/
TA_ZLC,TA,ZLC,987830953,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=987830953,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=987830953,https://ca.finance.yahoo.com/quote/ZLC.TO/
TA_ZLU,TA,ZLU,1796005120,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1796005120,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1796005120,https://ca.finance.yahoo.com/quote/ZLU/
TA_ZQQ,TA,ZQQ,2049851887,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2049851887,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2049851887,https://ca.finance.yahoo.com/quote/ZQQ.TO/
TA_ZRE,TA,ZRE,855609590,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=855609590,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=855609590,https://ca.finance.yahoo.com/quote/ZRE.TO/
TA_ZSP,TA,ZSP,1053170133,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1053170133,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1053170133,https://ca.finance.yahoo.com/quote/ZSP.TO/
TA_ZUE,TA,ZUE,304645648,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=304645648,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=304645648,https://ca.finance.yahoo.com/quote/ZUE.TO/